"","ID","human_entrez","name","B_vs_A_p.val","C_vs_A_p.val","B_vs_A_p.adj","C_vs_A_p.adj","B_vs_A_significant","C_vs_A_significant","significant","B_vs_A_ratio","C_vs_A_ratio","A_centered","B_centered","C_centered"
"3953","Q9P1U1",57180,"ACTR3B",0.31550622474421,0.0874655529136598,1,1.35e-05,FALSE,FALSE,FALSE,0.227,0.387,-0.205,0.0225,0.182
"3954","Q9P206",57648,"KIAA1522",0.189702677320856,0.0372855334261084,1,4.27e-07,FALSE,FALSE,FALSE,0.297,0.472,-0.256,0.0408,0.215
"3955","Q9P253",57617,"VPS18",0.0446422360672737,0.053509994167773,1,1.87e-06,FALSE,FALSE,FALSE,0.455,0.437,-0.297,0.157,0.14
"3956","Q9P258",55920,"RCC2",0.308025684568429,0.168703668792445,1,0.000162,FALSE,FALSE,FALSE,0.231,0.312,-0.181,0.05,0.131
"3957","Q9P260",57614,"KIAA1468",0.0818186835204192,0.00309619987849959,1,6.26e-12,FALSE,TRUE,TRUE,0.394,0.67,-0.355,0.0394,0.315
"3958","Q9P265",57609,"DIP2B",0.839745194841434,0.210802273769626,1,0.000363,FALSE,FALSE,FALSE,0.0458,0.283,-0.11,-0.0639,0.174
"3959","Q9P287",56647,"BCCIP",0.154227456745295,0.194343491416565,1,0.00027,FALSE,FALSE,FALSE,0.323,0.294,-0.206,0.117,0.0884
"3960","Q9P289",51765,"STK26",0.0105689347570634,0.198331099337284,1,0.00029,FALSE,FALSE,FALSE,-0.579,-0.291,0.29,-0.289,-0.0012
"3961","Q9P2B2",5738,"PTGFRN",0.266243583786554,0.094164354083936,1,1.81e-05,FALSE,FALSE,FALSE,0.252,0.379,-0.21,0.0415,0.169
"3962","Q9P2D0",25998,"IBTK",0.17412344068005,0.0519680770561263,1,1.65e-06,FALSE,FALSE,FALSE,0.308,0.44,-0.249,0.0585,0.191
"3963","Q9P2D8",57578,"UNC79",0.117011551994409,0.215663725029656,1,0.000393,FALSE,FALSE,FALSE,0.355,0.28,-0.212,0.143,0.0686
"3964","Q9P2E3",57169,"ZNFX1",0.0445024488817129,0.00605682651661219,1,1.33e-10,FALSE,TRUE,TRUE,0.455,0.622,-0.359,0.0962,0.263
"3965","Q9P2E9",6238,"RRBP1",0.453631648959207,0.312951428820164,1,0.00151,FALSE,FALSE,FALSE,0.17,0.229,-0.133,0.037,0.0958
"3966","Q9P2I0",53981,"CPSF2",0.575621996657486,0.172129751029455,1,0.000175,FALSE,FALSE,FALSE,0.127,0.309,-0.145,-0.0186,0.164
"3967","Q9P2J5",51520,"LARS",0.682560492488788,0.152472734789968,1,0.000112,FALSE,FALSE,FALSE,0.0926,0.324,-0.139,-0.0463,0.185
"3968","Q9P2K8",440275,"EIF2AK4",0.98785808954604,0.41926320526768,1,0.00426,FALSE,FALSE,FALSE,0.00345,0.183,-0.0621,-0.0587,0.121
"3969","Q9P2L0",57539,"WDR35",0.575792555869373,0.236083267788384,1,0.000546,FALSE,FALSE,FALSE,0.127,0.268,-0.132,-0.00496,0.137
"3970","Q9P2M7",57530,"CGN",0.492401340363677,0.556662123050856,1,0.0113,FALSE,FALSE,FALSE,-0.155,0.133,0.00745,-0.148,0.141
"3971","Q9P2N5",54439,"RBM27",0.594535374365842,0.321951567554015,1,0.00166,FALSE,FALSE,FALSE,0.121,0.224,-0.115,0.00559,0.109
"3972","Q9P2R3",51479,"ANKFY1",0.258985765940961,0.0782530054007175,1,8.68e-06,FALSE,FALSE,FALSE,0.256,0.399,-0.218,0.0375,0.181
"3973","Q9P2R7",8803,"SUCLA2",0.0800889505740603,0.0712512036368753,1,6.03e-06,FALSE,FALSE,FALSE,0.396,0.409,-0.268,0.128,0.14
"3974","Q9UBB4",25814,"ATXN10",0.245496977343291,0.0230279195470904,1,5.37e-08,FALSE,FALSE,FALSE,0.263,0.515,-0.259,0.00375,0.256
"3975","Q9UBB6",23154,"NCDN",0.352306249957914,0.110403302888234,1,3.31e-05,FALSE,FALSE,FALSE,0.211,0.362,-0.191,0.0199,0.171
"3976","Q9UBC2",58513,"EPS15L1",0.787887635804711,0.538477550603875,1,0.0101,FALSE,FALSE,FALSE,0.0609,0.139,-0.0667,-0.00581,0.0726
"3977","Q9UBD5",23595,"ORC3",0.769144145423138,0.102763462240811,1,2.53e-05,FALSE,FALSE,FALSE,0.0665,0.37,-0.145,-0.0789,0.224
"3978","Q9UBE0",10055,"SAE1",0.936152772987108,0.767039031224706,1,0.0308,FALSE,FALSE,FALSE,0.0181,0.0671,-0.0284,-0.0103,0.0387
"3979","Q9UBF2",26958,"COPG2",0.294115999881435,0.0931318819828317,1,1.74e-05,FALSE,FALSE,FALSE,0.238,0.38,-0.206,0.0316,0.174
"3980","Q9UBG0",9902,"MRC2",0.337556706254772,0.0736420875997951,1,6.86e-06,FALSE,FALSE,FALSE,0.217,0.405,-0.207,0.00975,0.198
"3981","Q9UBH6",9213,"XPR1",0.030819265828388,0.0193154873488846,1,2.44e-08,FALSE,FALSE,FALSE,0.489,0.53,-0.34,0.149,0.19
"3982","Q9UBI1",23412,"COMMD3",0.065537757134337,0.00145261549784955,1,1.73e-13,FALSE,TRUE,TRUE,0.417,0.721,-0.379,0.0377,0.342
"3983","Q9UBI6",55970,"GNG12",0.742179096030303,0.623971041902813,1,0.0164,FALSE,FALSE,FALSE,0.0745,0.111,-0.0618,0.0127,0.0492
"3984","Q9UBK9",8409,"UXT",0.608371447951161,0.0838411904874839,1,1.14e-05,FALSE,FALSE,FALSE,0.116,0.392,-0.169,-0.0532,0.222
"3985","Q9UBL3",9070,"ASH2L",0.127415411478848,0.0253220200689272,1,8.12e-08,FALSE,FALSE,FALSE,0.345,0.507,-0.284,0.0613,0.223
"3986","Q9UBM7",1717,"DHCR7",0.494943928778923,0.588860836870446,1,0.0136,FALSE,FALSE,FALSE,0.155,0.122,-0.0923,0.0622,0.0301
"3987","Q9UBN7",10013,"HDAC6",0.570594738068553,0.0132756362936965,1,4.55e-09,FALSE,FALSE,FALSE,0.128,0.561,-0.23,-0.101,0.331
"3988","Q9UBP0",6683,"SPAST",0.865649903329867,0.19173861957718,1,0.000258,FALSE,FALSE,FALSE,-0.0383,0.296,-0.0858,-0.124,0.21
"3989","Q9UBP6",4234,"METTL1",0.0101789059680397,6.86192187183298e-05,1,7.56e-16,FALSE,TRUE,TRUE,0.582,0.902,-0.495,0.0874,0.407
"3990","Q9UBQ0",51699,"VPS29",0.829674061272659,0.860098218696944,1,0.0424,FALSE,FALSE,FALSE,0.0487,0.0399,-0.0295,0.0192,0.0104
"3991","Q9UBQ5",27335,"EIF3K",0.501083994630456,0.0915281213877276,1,1.62e-05,FALSE,FALSE,FALSE,0.152,0.382,-0.178,-0.0258,0.204
"3992","Q9UBQ7",9380,"GRHPR",0.508137792957136,0.0691956769467401,1,5.36e-06,FALSE,FALSE,FALSE,0.15,0.412,-0.187,-0.0373,0.224
"3993","Q9UBR2",1522,"CTSZ",0.230506526757892,0.0789688858556192,1,8.99e-06,FALSE,FALSE,FALSE,0.272,0.398,-0.223,0.0484,0.175
"3994","Q9UBS0",6199,"RPS6KB2",0.416548895502385,0.191592323422581,1,0.000257,FALSE,FALSE,FALSE,0.184,0.296,-0.16,0.0241,0.136
"3995","Q9UBS4",51726,"DNAJB11",0.627638527379206,0.448771093519039,1,0.00541,FALSE,FALSE,FALSE,0.11,0.172,-0.0938,0.0161,0.0778
"3996","Q9UBT2",10054,"UBA2",0.504033952469109,0.263379976173147,1,0.000814,FALSE,FALSE,FALSE,0.151,0.253,-0.135,0.0164,0.118
"3997","Q9UBT7",8727,"CTNNAL1",0.775545972587166,0.0982478169460378,1,2.13e-05,FALSE,FALSE,FALSE,0.0646,0.374,-0.146,-0.0818,0.228
"3998","Q9UBU8",10933,"MORF4L1",0.760640402285194,0.0514299702493544,1,1.59e-06,FALSE,FALSE,FALSE,0.069,0.441,-0.17,-0.101,0.271
"3999","Q9UBU9",10482,"NXF1",0.414311486455834,0.188919485692585,1,0.000245,FALSE,FALSE,FALSE,0.185,0.298,-0.161,0.0241,0.137
"4000","Q9UBV2",6400,"SEL1L",0.271773216523835,0.0530008017415704,1,1.8e-06,FALSE,FALSE,FALSE,0.249,0.438,-0.229,0.0199,0.209
"4001","Q9UBV8",553115,"PEF1",0.0141210952774985,1.27363369446192e-05,1,7.56e-16,FALSE,TRUE,TRUE,0.556,0.989,-0.515,0.041,0.474
"4002","Q9UBW7",7750,"ZMYM2",0.0719464905105194,9.51404374586662e-09,1,7.56e-16,FALSE,TRUE,TRUE,0.408,1.3,-0.569,-0.162,0.731
"4003","Q9UBW8",50813,"COPS7A",0.12392038636354,0.155647408463835,1,0.000121,FALSE,FALSE,FALSE,0.348,0.322,-0.223,0.125,0.0982
"4004","Q9UBX3",1468,"SLC25A10",0.272265309152649,0.25217902064868,1,0.000694,FALSE,FALSE,FALSE,0.249,0.259,-0.169,0.0793,0.09
"4005","Q9UDT6",7461,"CLIP2",0.228795050952975,0.0290685501930415,1,1.47e-07,FALSE,FALSE,FALSE,0.273,0.494,-0.256,0.0169,0.239
"4006","Q9UDW1",29796,"UQCR10",0.227604874751425,0.144677226596693,1,9.21e-05,FALSE,FALSE,FALSE,0.273,0.33,-0.201,0.0721,0.129
"4007","Q9UDX3",284904,"SEC14L4",0.406103477828684,0.0326100735398981,1,2.4e-07,FALSE,FALSE,FALSE,-0.188,0.484,-0.0986,-0.287,0.385
"4008","Q9UDX5",51537,"MTFP1",0.891997223014011,0.436172236975173,1,0.0049,FALSE,FALSE,FALSE,0.0308,0.176,-0.069,-0.0383,0.107
"4009","Q9UDY2",9414,"TJP2",0.765606437950994,0.264345959104843,1,0.000825,FALSE,FALSE,FALSE,0.0675,0.253,-0.107,-0.0393,0.146
"4010","Q9UDY4",11080,"DNAJB4",0.439242235408009,0.140566841183799,1,8.29e-05,FALSE,FALSE,FALSE,0.175,0.334,-0.17,0.00553,0.164
"4011","Q9UEU0",10490,"VTI1B",0.111763367438206,0.283358697954016,1,0.00105,FALSE,FALSE,FALSE,0.36,0.243,-0.201,0.159,0.0419
"4012","Q9UEW8",27347,"STK39",0.253320653944246,0.0300405888624601,1,1.69e-07,FALSE,FALSE,FALSE,0.259,0.491,-0.25,0.00868,0.241
"4013","Q9UEY8",120,"ADD3",0.59675593836656,0.167053380988955,1,0.000157,FALSE,FALSE,FALSE,0.12,0.313,-0.144,-0.0244,0.169
"4014","Q9UFC0",222229,"LRWD1",0.311349819921188,0.126426472153735,1,5.56e-05,FALSE,FALSE,FALSE,0.229,0.346,-0.192,0.0375,0.154
"4015","Q9UFG5",148223,"C19orf25",0.00410469779147925,0.00116408779820968,1,5.87e-14,TRUE,TRUE,TRUE,0.65,0.736,-0.462,0.188,0.274
"4016","Q9UG63",10061,"ABCF2",0.780590235067964,0.60043281451195,1,0.0145,FALSE,FALSE,FALSE,-0.0631,0.119,-0.0185,-0.0816,0.1
"4017","Q9UGI8",26136,"TES",0.767954106857284,0.273128091939442,1,0.000927,FALSE,FALSE,FALSE,0.0668,0.248,-0.105,-0.0382,0.143
"4018","Q9UGJ0",51422,"PRKAG2",0.675124434497726,0.930062650263192,1,0.0518,FALSE,FALSE,FALSE,0.0949,-0.0199,-0.025,0.0699,-0.0449
"4019","Q9UGJ1",27229,"TUBGCP4",0.46612337532608,0.0163722690107275,1,1.17e-08,FALSE,FALSE,FALSE,0.165,0.544,-0.236,-0.0712,0.307
"4020","Q9UGP8",11231,"SEC63",0.327601573515457,0.255475577306194,1,0.000729,FALSE,FALSE,FALSE,0.222,0.258,-0.16,0.062,0.0978
"4021","Q9UGU5",10042,"HMGXB4",0.0234028886205582,0.0172319491378126,1,1.47e-08,FALSE,FALSE,FALSE,0.513,0.539,-0.351,0.162,0.188
"4022","Q9UGV2",57446,"NDRG3",0.413962813808166,0.1262678181986,1,5.53e-05,FALSE,FALSE,FALSE,0.185,0.346,-0.177,0.00792,0.169
"4023","Q9UGY1",79159,"NOL12",0.0399804522377218,0.0846084127500596,1,1.18e-05,FALSE,FALSE,FALSE,0.465,0.391,-0.285,0.18,0.105
"4024","Q9UH03",55964,"SEPT3",0.551210631216077,0.0109199495117449,1,1.91e-09,FALSE,FALSE,FALSE,0.135,0.576,-0.237,-0.102,0.339
"4025","Q9UH17",9582,"APOBEC3B",0.0023729405649279,0.00144593109432991,1,1.69e-13,TRUE,TRUE,TRUE,0.688,0.721,-0.47,0.218,0.252
"4026","Q9UH99",25777,"SUN2",0.277378922987538,0.186568024004822,1,0.000234,FALSE,FALSE,FALSE,0.246,0.299,-0.182,0.0643,0.117
"4027","Q9UHA3",51187,"RSL24D1",0.442218903870925,0.527822735536453,1,0.00947,FALSE,FALSE,FALSE,0.174,0.143,-0.106,0.0684,0.0373
"4028","Q9UHA4",8649,"LAMTOR3",0.317341829018169,0.242448741900425,1,0.000601,FALSE,FALSE,FALSE,0.226,0.265,-0.164,0.0627,0.101
"4029","Q9UHB4",27158,"NDOR1",0.313037194071618,0.0153388579562574,1,8.79e-09,FALSE,FALSE,FALSE,0.228,0.549,-0.259,-0.0307,0.29
"4030","Q9UHB6",51474,"LIMA1",0.603956756018724,0.327380676809137,1,0.00176,FALSE,FALSE,FALSE,0.117,0.222,-0.113,0.00438,0.109
"4031","Q9UHB9",6730,"SRP68",0.914194945634154,0.284946429882837,1,0.00108,FALSE,FALSE,FALSE,-0.0244,0.242,-0.0726,-0.097,0.17
"4032","Q9UHD1",26973,"CHORDC1",0.881365052241752,0.314320466054362,1,0.00153,FALSE,FALSE,FALSE,-0.0338,0.228,-0.0647,-0.0985,0.163
"4033","Q9UHD8",10801,"SEPT9",0.989544593200825,0.479660829261306,1,0.00681,FALSE,FALSE,FALSE,-0.00297,0.16,-0.0524,-0.0553,0.108
"4034","Q9UHD9",29978,"UBQLN2",0.346221788465213,0.0110790425306726,1,2.04e-09,FALSE,FALSE,FALSE,0.213,0.575,-0.263,-0.0496,0.312
"4035","Q9UHG3",51449,"PCYOX1",0.2662593128345,0.194280679830504,1,0.00027,FALSE,FALSE,FALSE,0.252,0.294,-0.182,0.0699,0.112
"4036","Q9UHI6",11218,"DDX20",0.249654951785516,0.124197145126244,1,5.19e-05,FALSE,FALSE,FALSE,0.261,0.348,-0.203,0.0578,0.145
"4037","Q9UHJ6",23729,"SHPK",0.779539846183167,0.185699081408053,1,0.00023,FALSE,FALSE,FALSE,0.0634,0.3,-0.121,-0.0576,0.179
"4038","Q9UHP3",29761,"USP25",0.849655867473424,0.844033633663304,1,0.0403,FALSE,FALSE,FALSE,-0.0429,0.0446,-0.000542,-0.0435,0.044
"4039","Q9UHQ4",55973,"BCAP29",0.951168073437526,0.96977380358895,1,0.0572,FALSE,FALSE,FALSE,0.0139,0.00858,-0.00748,0.00639,0.0011
"4040","Q9UHQ9",51706,"CYB5R1",0.344616009616487,0.199597667294474,1,0.000297,FALSE,FALSE,FALSE,0.214,0.291,-0.168,0.0459,0.122
"4041","Q9UHR4",55971,"BAIAP2L1",0.405993543389625,0.191627961181937,1,0.000257,FALSE,FALSE,FALSE,0.188,0.296,-0.161,0.0269,0.134
"4042","Q9UHR5",29115,"SAP30BP",0.583866414606758,0.359153636758868,1,0.00245,FALSE,FALSE,FALSE,0.124,0.208,-0.111,0.0135,0.0971
"4043","Q9UHR6",741,"ZNHIT2",0.00708085757871795,0.000220878402655507,1,7.56e-16,TRUE,TRUE,TRUE,0.61,0.837,-0.482,0.128,0.354
"4044","Q9UHV7",9969,"MED13",0.130892843029072,0.447878835432848,1,0.00537,FALSE,FALSE,FALSE,0.342,0.172,-0.171,0.171,0.000551
"4045","Q9UHV9",5202,"PFDN2",0.686315043411806,0.256680682713562,1,0.000741,FALSE,FALSE,FALSE,0.0915,0.257,-0.116,-0.0247,0.141
"4046","Q9UHX1",22827,"PUF60",0.541733268969018,0.393829097427185,1,0.00342,FALSE,FALSE,FALSE,0.138,0.193,-0.11,0.0278,0.0827
"4047","Q9UHY1",29959,"NRBP1",0.393366174510987,0.0659174120121255,1,4.4e-06,FALSE,FALSE,FALSE,0.193,0.417,-0.203,-0.00996,0.213
"4048","Q9UHY7",58478,"ENOPH1",0.779393934708389,0.321946000714982,1,0.00166,FALSE,FALSE,FALSE,0.0634,0.224,-0.0959,-0.0325,0.128
"4049","Q9UI09",55967,"NDUFA12",0.36519072360837,0.499917503203429,1,0.00787,FALSE,FALSE,FALSE,0.205,0.153,-0.119,0.0858,0.0335
"4050","Q9UI10",8890,"EIF2B4",0.995714054814744,0.224245840473244,1,0.000452,FALSE,FALSE,FALSE,0.00122,0.275,-0.0922,-0.0909,0.183
"4051","Q9UI12",51606,"ATP6V1H",0.716880975709667,0.098522372837311,1,2.16e-05,FALSE,FALSE,FALSE,0.0821,0.374,-0.152,-0.07,0.222
"4052","Q9UI14",10567,"RABAC1",0.545414850570566,0.241880562622336,1,0.000596,FALSE,FALSE,FALSE,0.137,0.265,-0.134,0.00294,0.131
"4053","Q9UI15",29114,"TAGLN3",0.565212712588626,0.226506838963693,1,0.000469,FALSE,FALSE,FALSE,0.13,0.274,-0.135,-0.00447,0.139
"4054","Q9UI26",51194,"IPO11",0.426468748463378,0.0120324565626887,1,2.95e-09,FALSE,FALSE,FALSE,0.18,0.569,-0.25,-0.0695,0.319
"4055","Q9UI30",51504,"TRMT112",0.44867798779189,0.0500543606828109,1,1.43e-06,FALSE,FALSE,FALSE,0.172,0.444,-0.205,-0.0335,0.239
"4056","Q9UIA9",23039,"XPO7",0.595902641795346,0.119527162869239,1,4.47e-05,FALSE,FALSE,FALSE,0.12,0.353,-0.158,-0.0375,0.195
"4057","Q9UID3",738,"VPS51",0.872889581959627,0.288898472799746,1,0.00113,FALSE,FALSE,FALSE,-0.0362,0.24,-0.068,-0.104,0.172
"4058","Q9UIG0",9031,"BAZ1B",0.635890537378504,0.408383100355677,1,0.00389,FALSE,FALSE,FALSE,0.107,0.187,-0.0982,0.00907,0.0891
"4059","Q9UIJ7",50808,"AK3",0.176041474013112,0.0127470646982192,1,3.8e-09,FALSE,FALSE,FALSE,0.306,0.564,-0.29,0.0162,0.274
"4060","Q9UIQ6",4012,"LNPEP",0.565806143657282,0.227849294425668,1,0.000479,FALSE,FALSE,FALSE,0.13,0.273,-0.134,-0.00434,0.139
"4061","Q9UIS9",4152,"MBD1",0.338027972246953,0.0492300057694742,1,1.34e-06,FALSE,FALSE,FALSE,0.217,0.445,-0.221,-0.00381,0.225
"4062","Q9UIV1",29883,"CNOT7",0.649183235435456,0.0620701163732206,1,3.42e-06,FALSE,FALSE,FALSE,0.103,0.423,-0.175,-0.0722,0.247
"4063","Q9UIW2",5361,"PLXNA1",0.612359811762338,0.501015966987866,1,0.00793,FALSE,FALSE,FALSE,0.115,0.152,-0.0891,0.0257,0.0633
"4064","Q9UJ70",55577,"NAGK",0.446815942855932,0.227233557927464,1,0.000474,FALSE,FALSE,FALSE,0.172,0.273,-0.149,0.0237,0.125
"4065","Q9UJA5",51605,"TRMT6",0.0708660550961827,0.0113345803345928,1,2.27e-09,FALSE,FALSE,FALSE,0.409,0.574,-0.328,0.0816,0.246
"4066","Q9UJC3",51361,"HOOK1",0.808820944905387,0.484958609890063,1,0.00708,FALSE,FALSE,FALSE,-0.0548,0.158,-0.0345,-0.0893,0.124
"4067","Q9UJF2",9462,"RASAL2",0.648295922557346,0.107977466705991,1,3.05e-05,FALSE,FALSE,FALSE,0.103,0.364,-0.156,-0.0525,0.208
"4068","Q9UJK0",115939,"TSR3",0.00136919048925462,0.014431922549918,1,6.68e-09,TRUE,FALSE,TRUE,-0.725,-0.554,0.426,-0.299,-0.128
"4069","Q9UJM3",54206,"ERRFI1",0.725892599906501,0.345480108458131,1,0.00214,FALSE,FALSE,FALSE,-0.0794,0.214,-0.0448,-0.124,0.169
"4070","Q9UJS0",10165,"SLC25A13",0.343105199898083,0.229293658355835,1,0.000491,FALSE,FALSE,FALSE,0.215,0.272,-0.162,0.0524,0.11
"4071","Q9UJU6",28988,"DBNL",0.612600484070672,0.247541184286484,1,0.000648,FALSE,FALSE,FALSE,0.115,0.262,-0.126,-0.0108,0.136
"4072","Q9UJV9",51428,"DDX41",0.464349794927921,0.612759885852709,1,0.0154,FALSE,FALSE,FALSE,0.166,0.115,-0.0934,0.0723,0.0212
"4073","Q9UJW0",51164,"DCTN4",0.370751591580557,0.0510507849141618,1,1.54e-06,FALSE,FALSE,FALSE,0.203,0.442,-0.215,-0.0122,0.227
"4074","Q9UJX2",8697,"CDC23",0.36948829072186,0.0174429086567456,1,1.55e-08,FALSE,FALSE,FALSE,0.203,0.538,-0.247,-0.044,0.291
"4075","Q9UJX3",51434,"ANAPC7",0.5391785337458,0.351822784620992,1,0.00228,FALSE,FALSE,FALSE,-0.139,0.211,-0.0239,-0.163,0.187
"4076","Q9UJX5",29945,"ANAPC4",0.637767096258968,0.0798000750471495,1,9.35e-06,FALSE,FALSE,FALSE,0.107,0.397,-0.168,-0.0612,0.229
"4077","Q9UJZ1",30968,"STOML2",0.508616554217503,0.119808167538765,1,4.51e-05,FALSE,FALSE,FALSE,0.15,0.352,-0.167,-0.0176,0.185
"4078","Q9UK22",26232,"FBXO2",0.155987219583691,0.0565090291939649,1,2.33e-06,FALSE,FALSE,FALSE,0.321,0.432,-0.251,0.0702,0.181
"4079","Q9UK45",51690,"LSM7",0.409293923566486,0.167340345038185,1,0.000158,FALSE,FALSE,FALSE,0.187,0.313,-0.167,0.0203,0.146
"4080","Q9UK58",57018,"CCNL1",0.418406280131673,0.377624320157972,1,0.00294,FALSE,FALSE,FALSE,0.183,0.2,-0.128,0.0556,0.0721
"4081","Q9UK59",51163,"DBR1",0.528505361558565,0.424288589840989,1,0.00445,FALSE,FALSE,FALSE,0.143,0.181,-0.108,0.0348,0.0731
"4082","Q9UK61",23272,"FAM208A",0.652702662753583,0.235659867113867,1,0.000543,FALSE,FALSE,FALSE,0.102,0.269,-0.124,-0.0216,0.145
"4083","Q9UK76",51155,"HN1",0.766032936828974,0.257339582528056,1,0.000748,FALSE,FALSE,FALSE,-0.0674,0.257,-0.063,-0.13,0.193
"4084","Q9UKA9",58155,"PTBP2",0.767878702699672,0.363661010446731,1,0.00257,FALSE,FALSE,FALSE,-0.0668,-0.206,0.0909,0.024,-0.115
"4085","Q9UKD2",51154,"MRTO4",0.390662820677921,0.218622960405313,1,0.000412,FALSE,FALSE,FALSE,0.194,0.279,-0.158,0.0367,0.121
"4086","Q9UKE5",23043,"TNIK",0.359578434001323,0.376232411435705,1,0.00291,FALSE,FALSE,FALSE,0.207,0.2,-0.136,0.0715,0.0644
"4087","Q9UKF6",51692,"CPSF3",0.378759698505213,0.101060983511917,1,2.38e-05,FALSE,FALSE,FALSE,0.199,0.371,-0.19,0.00911,0.181
"4088","Q9UKG1",26060,"APPL1",0.252086436999273,0.0545239407404311,1,2.02e-06,FALSE,FALSE,FALSE,0.259,0.435,-0.232,0.0278,0.204
"4089","Q9UKG9",54677,"CROT",0.326419810152168,0.0993048671212984,1,2.22e-05,FALSE,FALSE,FALSE,0.222,0.373,-0.199,0.0237,0.175
"4090","Q9UKJ3",23131,"GPATCH8",0.0367928463811655,0.166029771093425,1,0.000153,FALSE,FALSE,FALSE,0.473,-0.314,-0.0531,0.42,-0.367
"4091","Q9UKK3",143,"PARP4",0.336298730199281,0.0212013647032725,1,3.7e-08,FALSE,FALSE,FALSE,0.218,0.522,-0.247,-0.0288,0.275
"4092","Q9UKK6",29107,"NXT1",0.163499408427075,0.0115608367771822,1,2.48e-09,FALSE,FALSE,FALSE,0.316,0.572,-0.296,0.0197,0.276
"4093","Q9UKK9",11164,"NUDT5",0.538949283529057,0.145297512586602,1,9.36e-05,FALSE,FALSE,FALSE,0.139,0.33,-0.156,-0.0172,0.174
"4094","Q9UKL0",23186,"RCOR1",0.765164340805097,0.352345641475097,1,0.00229,FALSE,FALSE,FALSE,0.0677,0.211,-0.0928,-0.0251,0.118
"4095","Q9UKM7",11253,"MAN1B1",0.203497407689594,0.371391337932248,1,0.00277,FALSE,FALSE,FALSE,0.288,0.202,-0.163,0.125,0.039
"4096","Q9UKM9",22913,"RALY",0.380843134688822,0.46768018819459,1,0.00623,FALSE,FALSE,FALSE,0.198,0.164,-0.121,0.0775,0.0435
"4097","Q9UKN8",9329,"GTF3C4",0.195150853199544,0.024626001448978,1,7.19e-08,FALSE,FALSE,FALSE,0.293,0.509,-0.267,0.0259,0.242
"4098","Q9UKS6",29763,"PACSIN3",0.303787165054172,0.325653723184969,1,0.00173,FALSE,FALSE,FALSE,0.233,0.223,-0.152,0.0811,0.0708
"4099","Q9UKU7",27034,"ACAD8",0.547738464471591,0.265855630363123,1,0.000842,FALSE,FALSE,FALSE,0.136,0.252,-0.129,0.00677,0.123
"4100","Q9UKV3",22985,"ACIN1",0.870627511109959,0.277173570810538,1,0.000976,FALSE,FALSE,FALSE,0.0369,0.246,-0.0943,-0.0574,0.152
"4101","Q9UKV5",267,"AMFR",0.79523515361085,0.354976732519037,1,0.00236,FALSE,FALSE,FALSE,0.0588,0.209,-0.0894,-0.0306,0.12
"4102","Q9UKV8",27161,"AGO2",0.191952510584334,0.0239811990781961,1,6.41e-08,FALSE,FALSE,FALSE,0.296,0.511,-0.269,0.0266,0.242
"4103","Q9UKX7",10762,"NUP50",0.673927278952057,0.289743441129396,1,0.00114,FALSE,FALSE,FALSE,0.0953,0.24,-0.112,-0.0164,0.128
"4104","Q9UKY1",11244,"ZHX1",0.125858113540531,0.659967148319812,1,0.0196,FALSE,FALSE,FALSE,0.347,-0.0996,-0.0823,0.264,-0.182
"4105","Q9UKY7",55573,"CDV3",0.525075647415287,0.24883361210216,1,0.000661,FALSE,FALSE,FALSE,0.144,0.261,-0.135,0.0089,0.126
"4106","Q9UKZ1",55571,"CNOT11",0.924966205326334,0.533686156165343,1,0.00983,FALSE,FALSE,FALSE,0.0213,0.141,-0.0541,-0.0328,0.0869
"4107","Q9UL03",26512,"INTS6",0.160795398467128,0.149195960045644,1,0.000103,FALSE,FALSE,FALSE,0.318,-0.327,0.00302,0.321,-0.324
"4108","Q9UL15",9529,"BAG5",0.879365499672727,0.0874306526666654,1,1.35e-05,FALSE,FALSE,FALSE,0.0344,0.387,-0.14,-0.106,0.247
"4109","Q9UL25",23011,"RAB21",0.355958095455381,0.0724621847611504,1,6.44e-06,FALSE,FALSE,FALSE,0.209,0.407,-0.205,0.00377,0.202
"4110","Q9UL33",51693,"TRAPPC2L",0.781577206354324,0.0346223719195104,1,3.12e-07,FALSE,FALSE,FALSE,0.0628,0.479,-0.18,-0.118,0.298
"4111","Q9UL46",5721,"PSME2",0.93229054789048,0.183886920680692,1,0.000222,FALSE,FALSE,FALSE,0.0192,0.301,-0.107,-0.0875,0.194
"4112","Q9UL63",4289,"MKLN1",0.74769079627121,0.47125418203627,1,0.0064,FALSE,FALSE,FALSE,0.0729,0.163,-0.0787,-0.00582,0.0845
"4113","Q9ULC3",51715,"RAB23",0.204825703002851,0.0900268890776035,1,1.52e-05,FALSE,FALSE,FALSE,0.287,0.384,-0.224,0.0635,0.16
"4114","Q9ULC4",28985,"MCTS1",0.173869984700007,0.060083390764984,1,3e-06,FALSE,FALSE,FALSE,0.308,0.426,-0.245,0.0634,0.181
"4115","Q9ULC5",51703,"ACSL5",0.321589349435805,0.125774150317065,1,5.45e-05,FALSE,FALSE,FALSE,0.224,0.347,-0.19,0.0341,0.156
"4116","Q9ULD2",57509,"MTUS1",0.0325348387506912,0.0352025373702354,1,3.36e-07,FALSE,FALSE,FALSE,0.484,0.477,-0.32,0.164,0.157
"4117","Q9ULF5",57181,"SLC39A10",0.908256086806407,0.0732990782355402,1,6.73e-06,FALSE,FALSE,FALSE,-0.0261,0.406,-0.127,-0.153,0.279
