"","ID_uniprot","GeneID_entrez"
"2504","P49321",4678
"1513","P49327",2194
"1565","P49354",2339
"1195","P49366",1725
"824","P49368",7203
"2365","P49406",9801
"582","P49407",408
"4129","P49411",7284
"461","P49419",501
"881","P49454",1063
"3755","P49458",6726
"4158","P49459",7319
"2812","P49585",5130
"320","P49588",16
"780","P49589",833
"1781","P49590",23438
"3480","P49591",6301
"3008","P49593",9647
"3055","P49642",5557
"3056","P49643",5558
"1073","P49711",10664
"3105","P49720",5691
"3104","P49721",5690
"2263","P49736",4171
"352","P49748",37
"4368","P49750",56252
"4299","P49754",27072
"3966","P49755",10972
"3275","P49756",58517
"2687","P49757",8650
"3095","P49768",5663
"1334","P49770",8892
"1814","P49773",3094
"2690","P49790",9972
"3246","P49792",5903
"2560","P49821",4723
"1734","P49840",2931
"3866","P49848",6878
"167","P49902",22978
"3540","P49903",22929
"1670","P49915",8833
"2143","P49916",3980
"2356","P49959",4361
"110","P50135",3176
"1675","P50148",2776
"1682","P50151",2790
"1941","P50213",3419
"3012","P50336",5498
"1629","P50395",2665
"1380","P50402",2010
"1038","P50416",1374
"1617","P50440",2628
"3554","P50454",871
"2836","P50479",8572
"3783","P50502",6767
"1252","P50570",1785
"136","P50579",10988
"168","P50583",318
"873","P50613",1022
"2084","P50748",9735
"874","P50750",1025
"2168","P50851",987
"674","P50895",4059
"3041","P50897",5538
"3356","P50914",9045
"829","P50990",10694
"825","P50991",10575
"496","P50995",311
"2780","P51003",10914
"1585","P51114",8087
"1586","P51116",9513
"3215","P51148",5878
"3218","P51149",7879
"3221","P51151",9367
"3197","P51153",5872
"3204","P51159",5873
"1119","P51398",7818
"1285","P51452",1845
"1228","P51530",1763
"3648","P51532",6597
"1943","P51553",3421
"1598","P51570",2584
"3779","P51571",6748
"4042","P51580",7172
"133","P51608",4204
"1787","P51610",3054
"787","P51636",858
"458","P51648",224
"1899","P51659",3295
"3129","P51665",5713
"3793","P51692",6777
"4237","P51784",8237
"932","P51790",1182
"1293","P51808",6990
"4265","P51809",6845
"3426","P51812",6197
"1790","P51858",3068
"818","P51946",902
"2334","P51948",4331
"4161","P51965",7324
"2538","P51970",4702
"1865","P51991",220988
"2481","P52179",8736
"2870","P52209",5226
"1877","P52272",4670
"2086","P52292",3838
"2085","P52294",3836
"2514","P52298",22916
"3253","P52306",5910
"2972","P52434",5437
"2973","P52435",5439
"550","P52565",396
"551","P52566",397
"408","P52594",3267
"1870","P52597",3185
"1748","P52655",2957
"2417","P52701",2956
"2063","P52732",3832
"4272","P52735",7410
"309","P52739",7690
"3283","P52756",10181
"1892","P52758",10247
"3676","P52788",6611
"1843","P52789",3099
"1318","P52799",1948
"2361","P52815",6182
"1190","P52824",1609
"3936","P52888",7064
"776","P52907",829
"1043","P52943",1397
"2705","P52948",4928
"2599","P52952",1482
"696","P53004",644
"3604","P53007",6576
"3037","P53041",5536
"2930","P53350",5347
"543","P53367",27236
"2669","P53384",4682
"359","P53396",47
"2296","P53582",23173
"3827","P53597",8802
"2454","P53602",4597
"997","P53618",1315
"996","P53621",1314
"1084","P53634",1075
"954","P53675",8218
"518","P53677",10947
"514","P53680",1175
"1786","P53701",3052
"3677","P53814",6525
"3600","P53985",6566
"2009","P53990",9798
"3526","P53992",9632
"3825","P53999",10923
"945","P54105",1207
"3256","P54136",5917
"654","P54252",4287
"2946","P54278",5395
"4361","P54577",8565
"4238","P54578",9097
"3059","P54619",5571
"1909","P54652",3306
"619","P54709",483
"3232","P54725",5886
"3233","P54727",5887
"2496","P54802",4669
"433","P54819",204
"453","P54886",5832
"2501","P54920",8775
"1364","P55010",1983
"3126","P55036",5710
"1273","P55039",1819
"1054","P55060",1434
"4275","P55072",7415
"1778","P55084",3032
"2224","P55145",7873
"2328","P55196",4301
"2499","P55209",4673
"782","P55212",839
"399","P55263",132
"393","P55265",103
"2103","P55268",3913
"4035","P55327",7163
"3517","P55735",6396
"2588","P55769",4809
"2640","P55786",9520
"1634","P55789",2671
"1872","P55795",3188
"172","P55809",5019
"1342","P55884",8662
"632","P56134",9551
"3440","P56182",8568
"2247","P56192",4141
"581","P56211",10776
"630","P56385",521
"1366","P56537",3692
"1072","P56545",1488
"2537","P56556",4700
"565","P56559",10123
"2854","P56589",8504
"933","P56749",9069
"1900","P56937",51478
"676","P56945",9564
"4326","P57081",10785
"3988","P57088",55161
"3850","P57105",55333
"1631","P57678",50628
"2800","P57721",54039
"202","P57735",57111
"1013","P57737",79585
"2688","P57740",57122
"1733","P57764",79792
"1316","P57772",60678
"1404","P58107",83481
"14","P58335",118429
"2444","P58546",136319
"578","P59998",10093
"844","P60033",975
"3531","P60059",23480
"4038","P60174",7167
"1345","P60228",3646
"3530","P60468",10952
"3149","P60484",5728
"3034","P60510",5531
"1593","P60520",11345
"2468","P60660",4637
"377","P60709",60
"1354","P60842",1973
"3411","P60866",6224
"3085","P60891",5631
"3101","P60900",5687
"3465","P60903",6281
"853","P60953",998
"1279","P60981",11034
"1666","P60983",2764
"3219","P61006",4218
"3729","P61009",60559
"3752","P61011",6729
"3206","P61019",5862
"3214","P61020",5869
"930","P61024",1163
"3192","P61026",10890
"4160","P61077",7323
"4169","P61081",9040
"4166","P61086",3093
"4170","P61088",7334
"3198","P61106",51552
"386","P61158",10096
"385","P61160",10097
"383","P61163",10121
"1002","P61201",9318
"329","P61221",6059
"3252","P61224",5908
"3254","P61225",5912
"3421","P61247",6189
"3367","P61254",6154
"3134","P61289",10197
"3357","P61313",6138
"3368","P61353",6155
"638","P61421",9114
"3381","P61513",6168
"3314","P61586",387
"1921","P61604",3336
"3529","P61619",29927
"4273","P61758",7411
"3822","P61764",6812
"1115","P61803",1603
"2638","P61916",10577
"1009","P61923",22818
"3833","P61956",6613
"4204","P61960",51569
"1128","P61962",10238
"4330","P61964",11091
"509","P61966",1174
"2707","P61970",10204
"1874","P61978",3190
"4374","P61981",7532
"4247","P62068",64854
"3436","P62070",22800
"3430","P62081",6201
"3013","P62136",5499
"3014","P62140",5500
"161","P62166",23413
"3112","P62191",5700
"3116","P62195",5705
"3431","P62241",6202
"3405","P62244",6210
"3406","P62249",6217
"4163","P62253",7326
"4164","P62256",7328
"4373","P62258",7531
"3403","P62263",6208
"3413","P62266",6228
"3408","P62269",6222
"3402","P62277",6207
"3400","P62280",6205
"3692","P62304",6635
"3693","P62306",6636
"3694","P62308",6637
"2192","P62312",11157
"3689","P62314",6632
"3690","P62316",6633
"3691","P62318",6634
"538","P62330",382
"3117","P62333",5706
"258","P62380",9519
"3387","P62424",6130
"2971","P62487",5436
"1437","P62495",2107
"962","P62633",7555
"3422","P62701",6191
"3026","P62714",5516
"3365","P62750",6147
"3424","P62753",6194
"1826","P62805",8294
"3200","P62820",5861
"3244","P62826",5901
"3364","P62829",9349
"3251","P62834",5906
"3404","P62841",6209
"3414","P62847",6229
"3415","P62851",6230
"3416","P62854",6231
"3419","P62857",6234
"1517","P62861",2197
"1677","P62873",2782
"2974","P62875",5441
"3288","P62877",9978
"1679","P62879",2783
"3373","P62888",6156
"3374","P62899",6160
"3351","P62906",4736
"3375","P62910",6161
"3352","P62913",6135
"3389","P62917",6132
"2993","P62937",5478
"1546","P62942",2280
"3418","P62979",6233
"1724","P62993",2885
"4049","P62995",6434
"3228","P63000",5879
"512","P63010",163
"1672","P63096",2770
"3033","P63098",5534
"4377","P63104",7534
"4159","P63146",7320
"3028","P63151",5520
"3695","P63162",6638
"3832","P63165",7341
"76","P63172",6993
"3382","P63173",6169
"3597","P63208",6500
"1684","P63218",2787
"3412","P63220",6227
"80","P63241",1984
"1680","P63244",10399
"378","P63261",71
"3838","P63272",6827
"4165","P63279",7329
"3997","P63313",9168
"3025","P67775",5515
"4363","P67809",4904
"3516","P67812",23478
"1061","P67870",1460
"4041","P67936",7171
"4167","P68036",7332
"1309","P68104",1915
"376","P68133",58
"4114","P68363",10376
"4116","P68366",7277
"4121","P68371",10383
"1059","P68400",1457
"2767","P68402",5049
"1101","P78310",1525
"2630","P78316",8602
"3592","P78324",140885
"3141","P78330",5723
"3284","P78332",10180
"1362","P78344",1982
"3397","P78345",10557
"3396","P78346",10556
"1757","P78347",2969
"823","P78371",10576
"3237","P78406",8480
"1744","P78417",9446
"3069","P78527",5591
"695","P78537",2647
"2666","P78549",4913
"113","P80217",3430
"154","P80297",4501
"2673","P80303",4925
"669","P80723",10409
"3993","P82094",7110
"2402","P82650",56945
"2404","P82663",64432
"2396","P82664",55173
"2412","P82673",60488
"2397","P82912",64963
"2401","P82921",54460
"2411","P82930",65993
"2413","P82932",64968
"150","P82933",64965
"3479","P82979",84324
"2100","P83111",114294
"986","P83436",91949
"3366","P83731",6152
"791","P83916",10951
"3643","P84022",4088
"535","P84077",375
"537","P84085",381
"1422","P84090",2079
"3317","P84095",391
"3361","P84098",6143
"3766","P84103",6428
"2457","P84157",439921
"1568","P85037",221937
"831","P86791",51622
"548","P98171",393
"3278","P98179",5935
"623","P98194",27032
"614","P98196",23250
"646","P98198",57198
"1109","P99999",54205
"2350","Q00013",4354
"3918","Q00059",7019
"2911","Q00169",5306
"3613","Q00325",5250
"1795","Q00341",3069
"1749","Q00403",2959
"872","Q00534",1021
"869","Q00535",1020
"866","Q00536",5127
"3171","Q00577",5813
"855","Q00587",11135
"953","Q00610",1213
"2581","Q00653",4791
"1548","Q00688",2287
"3299","Q00765",7905
"3716","Q00796",6652
"1879","Q00839",3192
"2000","Q00978",10379
"3739","Q01082",6711
"3940","Q01085",7073
"3555","Q01105",6418
"3765","Q01130",6427
"1599","Q01415",2585
"1471","Q01469",2171
"767","Q01518",10487
"1857","Q01581",3157
"1949","Q01628",10410
"3634","Q01650",8140
"1270","Q01658",1810
"1456","Q01780",5394
"2866","Q01813",5214
"1444","Q01844",2130
"875","Q01850",1039
"2719","Q01968",4952
"2922","Q01970",5331
"1194","Q02127",1723
"2721","Q02218",4967
"4006","Q02223",608
"2071","Q02241",9493
"460","Q02252",4329
"1817","Q02539",3024
"3360","Q02543",6142
"2228","Q02750",5604
"1549","Q02790",2288
"2931","Q02809",5351
"2672","Q02818",4924
"3385","Q02878",6128
"4025","Q02880",7155
"438","Q02952",9590
"3606","Q02978",8402
"1278","Q03001",667
"145","Q03111",4298
"786","Q03135",857
"388","Q03154",95
"2082","Q03164",4297
"4005","Q03169",7127
"2158","Q03252",84823
"186","Q03405",5329
"3876","Q03519",6891
"877","Q03701",10153
"3300","Q04206",5970
"288","Q04323",51035
"1619","Q04446",2632
"1361","Q04637",1981
"165","Q04721",4853
"3956","Q04726",7090
"1654","Q04760",2739
"3773","Q04837",6742
"2420","Q04912",4486
"4375","Q04917",7533
"2934","Q04941",5355
"1066","Q05048",1477
"4178","Q05086",7337
"1250","Q05193",1759
"3161","Q05209",5782
"3155","Q05397",5747
"3764","Q05519",9295
"1310","Q05639",1917
"3065","Q05655",5580
"758","Q05682",800
"3160","Q06124",5781
"2047","Q06136",2531
"2989","Q06203",5471
"1636","Q06210",2673
"1464","Q06265",5393
"3132","Q06323",5720
"15","Q06481",334
"1594","Q06546",2551
"3322","Q06587",6015
"1561","Q06787",2332
"3046","Q06830",5052
"3359","Q07020",6141
"740","Q07021",708
"925","Q07065",10970
"3951","Q07157",7082
"2049","Q07666",10657
"670","Q07812",581
"683","Q07817",598
"131","Q07820",4170
"2962","Q07864",5426
"2077","Q07866",3831
"2171","Q07954",4035
"3762","Q07955",6426
"545","Q07960",392
"2802","Q08174",5097
"3032","Q08209",5530
"1210","Q08211",1660
"1051","Q08257",1429
"1695","Q08378",2802
"1694","Q08379",2801
"2139","Q08380",3959
"1325","Q08426",1962
"1792","Q08623",8226
"839","Q08722",961
"2996","Q08752",5481
"3780","Q08945",6749
"764","Q08AD1",23271
"3639","Q08AF3",162394
"2482","Q08AG7",440145
"4263","Q08AM6",55697
"2658","Q08J23",54888
"3262","Q09028",5928
"2513","Q09161",4686
"421","Q09666",79026
"92","Q0JRZ9",115548
"2160","Q0VAK6",56203
"3644","Q0VAQ4",57228
"1906","Q0VDF9",51182
"2304","Q10469",4247
"1602","Q10471",2590
"504","Q10567",162
"1032","Q10570",29894
"2944","Q10713",23203
"3501","Q12765",9805
"2052","Q12768",9897
"2692","Q12769",23279
"3897","Q12788",10607
"1758","Q12789",2975
"4132","Q12792",5756
"593","Q12797",444
"3921","Q12800",7024
"439","Q12802",11214
"3652","Q12824",6598
"706","Q12830",2186
"3820","Q12846",6810
"1731","Q12849",2926
"3561","Q12874",10946
"4031","Q12888",7158
"3975","Q12893",11070
"4066","Q12899",7726
"429","Q12904",9255
"1963","Q12905",3608
"1964","Q12906",3609
"2152","Q12907",10960
"1408","Q12929",2059
"4054","Q12931",10131
"4051","Q12933",7186
"12","Q12955",288
"1223","Q12959",1739
"3862","Q12962",6881
"2476","Q12965",4643
"3023","Q12972",5511
"342","Q12979",29
"1068","Q12996",1479
"549","Q13017",394
"3813","Q13033",29966
"848","Q13042",8881
"3805","Q13043",6789
"1553","Q13045",2314
"272","Q13049",22954
"981","Q13057",80347
"2371","Q13084",10573
"346","Q13085",31
"1719","Q13098",2873
"4246","Q13107",7375
"49","Q13111",10036
"895","Q13112",8208
"1958","Q13123",3550
"2428","Q13126",4507
"3057","Q13131",5562
"2991","Q13136",8500
"1337","Q13144",8893
"3877","Q13148",23435
"1862","Q13151",10949
"2772","Q13153",5058
"430","Q13155",7965
"1472","Q13158",8772
"3049","Q13162",10549
"2774","Q13177",5062
"792","Q13185",11335
"3802","Q13188",6788
"3821","Q13190",6811
"3124","Q13200",5708
"1150","Q13206",1662
"1246","Q13217",5611
"3536","Q13228",8991
"3770","Q13242",8683
"3767","Q13243",6430
"3768","Q13247",6431
"2214","Q13257",4085
"4067","Q13263",10155
"1196","Q13268",10202
"1589","Q13283",10146
"2608","Q13287",9111
"2040","Q13303",8514
"3156","Q13308",5754
"2760","Q13310",8761
"612","Q13315",472
"1948","Q13325",24138
"2425","Q13330",9112
"1349","Q13347",8668
"3002","Q13356",23759
"3030","Q13362",5527
"1071","Q13363",1487
"4175","Q13404",7335
"2389","Q13405",740
"1288","Q13409",1781
"2728","Q13416",4999
"1965","Q13418",3611
"2610","Q13423",23530
"3698","Q13425",6645
"301","Q13426",7518
"2999","Q13427",9360
"3906","Q13428",6949
"3563","Q13435",10992
"2732","Q13438",10956
"1696","Q13439",2803
"2814","Q13442",11333
"392","Q13443",8754
"391","Q13444",8751
"3965","Q13445",11018
"1550","Q13451",2289
"4130","Q13454",7991
"2479","Q13459",4650
"3905","Q13488",10312
"692","Q13490",329
"2896","Q13492",8301
"3745","Q13501",8878
"2287","Q13503",9412
"2447","Q13505",4580
"4120","Q13509",10381
"22","Q13510",427
"196","Q13523",8899
"2907","Q13526",5300
"649","Q13535",545
"1360","Q13541",1978
"3323","Q13546",8737
"1788","Q13547",3065
"762","Q13555",818
"761","Q13557",817
"1136","Q13561",10540
"2492","Q13564",8883
"2023","Q13572",3705
"3699","Q13573",22938
"3798","Q13586",6786
"4048","Q13595",29896
"3700","Q13596",6642
"2092","Q13601",11103
"2855","Q13608",5190
"3176","Q13610",11137
"2441","Q13614",8898
"2442","Q13615",8897
"1088","Q13616",8454
"1089","Q13617",8453
"1090","Q13618",8452
"1091","Q13619",8451
"1092","Q13620",8450
"1294","Q13627",1859
"4104","Q13630",7264
"3207","Q13636",11031
"3208","Q13637",10981
"4034","Q13641",7162
"1537","Q13642",2273
"3321","Q13671",9610
"318","Q13685",14
"468","Q13686",8846
"2340","Q13724",7841
"451","Q13740",214
"2104","Q13751",3914
"3933","Q13769",8563
"160","Q13772",8031
"544","Q13795",10139
"3738","Q13813",6709
"1686","Q13823",29889
"4004","Q13829",7126
"1162","Q13838",7919
"1457","Q13868",23404
"3697","Q13884",6641
"4118","Q13885",7280
"1944","Q13907",3422
"775","Q13938",828
"1096","Q13948",1523
"788","Q13951",865
"926","Q14008",9793
"920","Q14011",1153
"1014","Q14019",23406
"1015","Q14061",10063
"1868","Q14103",3184
"3492","Q14108",950
"1116","Q14118",1605
"1275","Q14126",1829
"703","Q14137",23246
"285","Q14139",9354
"3546","Q14141",23157
"270","Q14142",9830
"2048","Q14145",9817
"4230","Q14146",9816
"3473","Q14151",9667
"1341","Q14152",8661
"20","Q14155",8874
"4156","Q14157",9898
"3500","Q14160",23513
"97","Q14161",9815
"2326","Q14165",9761
"4112","Q14166",23170
"2956","Q14181",23649
"1538","Q14192",2274
"1269","Q14195",1809
"1937","Q14197",3396
"4397","Q14202",9203
"1135","Q14203",1639
"1287","Q14204",1778
"1333","Q14232",1967
"1355","Q14240",1974
"1086","Q14247",2017
"1558","Q14254",2319
"3292","Q14257",5955
"4065","Q14258",7706
"1556","Q14315",2318
"94","Q14318",23770
"1497","Q14320",9130
"1571","Q14331",2483
"98","Q14344",10672
"1597","Q14376",2582
"1603","Q14435",2591
"774","Q14444",4076
"1725","Q14451",2886
"3598","Q14493",7884
"3279","Q14498",9584
"1848","Q14527",6596
"3743","Q14534",6713
"2831","Q14554",10954
"3087","Q14558",5635
"1209","Q14562",1659
"2267","Q14566",4175
"2025","Q14573",3710
"2024","Q14643",3708
"2936","Q14651",5357
"4074","Q14669",9320
"3169","Q14671",9698
"2272","Q14676",9656
"941","Q14677",9685
"2034","Q14678",23189
"3658","Q14683",8243
"3443","Q14684",23076
"2523","Q14686",23054
"2816","Q14690",22984
"699","Q14692",9790
"2167","Q14693",23175
"4236","Q14694",9100
"2294","Q14696",23184
"1609","Q14697",23193
"140","Q14728",10227
"2122","Q14739",3930
"984","Q14746",22796
"2455","Q14764",9961
"1698","Q14789",2804
"783","Q14790",841
"2487","Q147X3",122830
"2070","Q14807",3835
"903","Q14839",1108
"2121","Q14847",3927
"3790","Q14849",10948
"3154","Q14914",22949
"1271","Q14919",10589
"4406","Q14966",27332
"2090","Q14974",3837
"2625","Q14978",9221
"2686","Q14980",4926
"3135","Q14997",23198
"1611","Q14C86",26130
"2486","Q14CX7",80018
"1515","Q14CZ7",79072
"2512","Q15003",23397
"3728","Q15005",9789
"1376","Q15006",9694
"297","Q15007",9589
"3128","Q15008",9861
"1488","Q15018",23172
"3544","Q15019",4735
"3483","Q15020",9733
"2509","Q15021",9918
"1462","Q15024",23016
"1319","Q15029",9343
"2119","Q15031",23395
"3703","Q15036",9784
"566","Q15041",23204
"3212","Q15042",22930
"3630","Q15043",23516
"2036","Q15046",3735
"3447","Q15050",23212
"556","Q15052",9459
"2959","Q15054",10714
"1363","Q15056",7458
"353","Q15057",23527
"2064","Q15058",9928
"4327","Q15061",23160
"366","Q15067",51
"1307","Q15075",8411
"2832","Q15084",10130
"2768","Q15102",5050
"2833","Q15118",5163
"2845","Q15121",8682
"2877","Q15124",5239
"2947","Q15126",10654
"2925","Q15149",5339
"2807","Q15154",5108
"2977","Q15165",5445
"2985","Q15181",5464
"3152","Q15185",10728
"3803","Q15208",11329
"2628","Q15233",4841
"3029","Q15257",5524
"3177","Q15269",5822
"3223","Q15276",9135
"3210","Q15286",11021
"3339","Q15287",10921
"3263","Q15291",5929
"3291","Q15293",5954
"2149","Q15334",3996
"3967","Q15363",10959
"2798","Q15365",5093
"2799","Q15366",5094
"3902","Q15369",6921
"3903","Q15370",6923
"3313","Q15382",6009
"4179","Q15386",9690
"4017","Q15388",9804
"2434","Q15390",9650
"1191","Q15392",1718
"3564","Q15393",23450
"2051","Q15397",9933
"3452","Q15404",6251
"965","Q15417",1266
"3425","Q15418",6195
"3472","Q15424",6294
"3565","Q15427",10262
"3560","Q15428",8175
"3022","Q15435",5510
"3521","Q15436",10484
"3522","Q15437",10483
"3559","Q15459",10291
"3595","Q15477",6499
"252","Q15526",6834
"3842","Q15527",6835
"3865","Q15542",6877
"3867","Q15545",6879
"2242","Q15555",10982
"3924","Q15582",7045
"3636","Q15599",9351
"4050","Q15628",8717
"4053","Q15629",23471
"4096","Q15631",7247
"3558","Q15637",7536
"4072","Q15642",9322
"4073","Q15643",9321
"4075","Q15645",9319
"2713","Q15646",8638
"2280","Q15648",5469
"4076","Q15650",9325
"4077","Q15654",7205
"2241","Q15691",22919
"1368","Q15717",1994
"2654","Q15738",50814
"2470","Q15746",4638
"3857","Q15750",10454
"3603","Q15758",6510
"4019","Q15785",10953
"3894","Q15813",6905
"4176","Q15819",7336
"3823","Q15833",6813
"4264","Q15836",9341
"2567","Q15843",4738
"398","Q15847",10974
"636","Q15904",537
"3193","Q15907",9230
"4413","Q15942",7791
"1440","Q16134",2110
"3547","Q16181",989
"403","Q16186",11047
"809","Q16204",8030
"4149","Q16222",6675
"3127","Q16401",5711
"2917","Q16512",5585
"2918","Q16513",5586
"1063","Q16527",1466
"1144","Q16531",1642
"3031","Q16537",5529
"2236","Q16539",1432
"2369","Q16540",6150
"851","Q16543",11140
"1268","Q16555",1808
"3853","Q16563",6856
"3265","Q16576",5931
"3868","Q16594",6880
"1584","Q16595",2395
"3769","Q16629",6432
"1036","Q16630",11052
"3671","Q16637",6606
"1124","Q16643",1627
"2240","Q16644",7867
"1575","Q16658",6624
"1945","Q16666",3428
"1179","Q16698",1666
"2221","Q16706",4124
"2536","Q16718",4698
"121","Q16719",8942
"947","Q16740",8192
"4103","Q16762",7263
"4172","Q16763",27338
"1767","Q16774",2987
"1779","Q16775",3029
"1838","Q16778",8349
"2539","Q16795",4704
"2806","Q16822",5106
"4219","Q16831",7378
"1776","Q16836",3033
"1112","Q16850",1595
"4208","Q16851",7360
"643","Q16864",9296
"2863","Q16875",5209
"4209","Q16880",7368
"4142","Q16881",7296
"4036","Q16890",7164
"1967","Q16891",10989
"1507","Q17RN3",147965
"95","Q17RS7",348654
"1881","Q1KMD3",221092
"1975","Q27J81",64423
"2841","Q29RF7",23244
"54","Q2KHT3",23274
"317","Q2M2I8",22848
"2055","Q2M389",23325
"1419","Q2NKX8",54821
"4101","Q2NL82",55720
"1266","Q2PZI1",23333
"1931","Q2TAA2",285148
"201","Q2TAL8",54870
"3678","Q2TAY7",55234
"603","Q2TAZ0",23130
"4409","Q2TB10",168850
"1844","Q2TB90",80201
"1087","Q2VPK5",348180
"2181","Q32MZ4",9208
"123","Q32P28",64175
"4083","Q32P41",57570
"1382","Q32P44",256364
"4134","Q3B726",221830
"2234","Q3KQU3",55700
"281","Q3KQV9",91373
"1118","Q3LXA3",26007
"2187","Q3MHD2",124801
"4284","Q3ZAQ7",203547
"4123","Q3ZCM7",347688
"3946","Q3ZCQ8",92609
"2786","Q460N5",54625
"1664","Q49A26",84656
"4293","Q4G0F5",112936
"2117","Q4G0J3",51574
"2491","Q4G0N4",133686
"104","Q4G148",283464
"371","Q4G176",197322
"3054","Q4J6C6",9581
"3883","Q4KMP7",26000
"490","Q4KMQ2",196527
"1728","Q4V328",56850
"808","Q4VC31",131076
"1506","Q52LJ0",283742
"547","Q52LW3",9411
"2818","Q53EL6",27250
"1564","Q53EP0",64778
"413","Q53EU6",84803
"733","Q53F19",55421
"4032","Q53FA7",9540
"2893","Q53GA4",7262
"174","Q53GL7",84875
"1898","Q53GQ0",51144
"4245","Q53GS9",10713
"2080","Q53GT1",84861
"409","Q53H12",55750
"2101","Q53H82",51110
"3181","Q53H96",65263
"4102","Q53HC9",7260
"3718","Q53LP3",65124
"2095","Q53RY4",200634
"3217","Q53S08",150786
"983","Q53SF7",22837
"1893","Q53T59",64342
"811","Q567U6",54520
"2718","Q56VL3",132299
"3992","Q5BJF2",27346
"4404","Q5BKZ1",284695
"2626","Q5C9Z4",64434
"2844","Q5EBL8",51248
"1806","Q5GLZ8",26091
"2898","Q5H8A4",54872
"1070","Q5H943",203413
"3040","Q5H9R7",55291
"2449","Q5HYI7",345778
"3227","Q5HYI8",285282
"235","Q5HYK7",152503
"1378","Q5J8M3",51234
"2627","Q5JPE7",283820
"744","Q5JPI3",285237
"2310","Q5JRA6",375056
"2914","Q5JRX3",10531
"4328","Q5JSH3",54521
"3091","Q5JSZ5",84726
"3441","Q5JTH9",23223
"979","Q5JTJ3",388753
"4027","Q5JTV8",26092
"1995","Q5JU85",23096
"3734","Q5JUX0",169981
"2805","Q5JVF3",55795
"1676","Q5JWF2",2778
"3620","Q5K4L6",11000
"3474","Q5K651",54809
"3730","Q5M775",92521
"803","Q5M9N0",339965
"3667","Q5MIZ7",57223
"1255","Q5QJE6",30836
"204","Q5R372",9910
"1016","Q5RI15",116228
"1461","Q5RKV6",118460
"242","Q5SQN1",116841
"2693","Q5SRE5",23511
"1886","Q5SSJ5",50809
"4270","Q5ST30",57176
"885","Q5SW79",9859
"2720","Q5SWX8",54953
"2624","Q5SY16",79707
"3257","Q5T160",57038
"1545","Q5T1M5",23307
"37","Q5T280",51490
"1801","Q5T447",79654
"4189","Q5T4S7",23352
"30","Q5T5X7",57673
"763","Q5T5Y3",157922
"2366","Q5T653",51069
"283","Q5T6F2",55833
"751","Q5T6V5",84267
"357","Q5T8D3",91452
"210","Q5T8P6",64062
"600","Q5T9A4",83858
"1129","Q5TAQ9",50717
"647","Q5TC12",64756
"1145","Q5TDH0",84301
"2662","Q5TFE4",221294
"1375","Q5UCC4",284361
"3320","Q5UIP0",55183
"4305","Q5VIR6",55275
"218","Q5VT52",23248
"503","Q5VT79",728113
"3080","Q5VTL8",55119
"3332","Q5VTR2",56254
"714","Q5VW32",148362
"1566","Q5VW36",54914
"1715","Q5VW38",57720
"1492","Q5VWN6",54906
"2206","Q5VWZ2",127018
"4388","Q5VYS8",79670
"484","Q5VYY1",118932
"126","Q5VZK9",55604
"1486","Q5W0V3",57700
"3187","Q5XKP0",125988
"835","Q5ZPR3",80381
"3333","Q63HN8",57674
"2035","Q63ZY3",25959
"1494","Q641Q2",387680
"2166","Q643R3",254531
"3797","Q658P3",55240
"1503","Q658Y4",157769
"3890","Q66K14",23061
"2227","Q66K74",55201
"602","Q676U5",55054
"558","Q68CP9",196528
"69","Q68CQ4",27042
"4011","Q68CZ2",64759
"3638","Q68D06",146857
"1559","Q68DA7",342184
"1050","Q68DQ2",131544
"1982","Q68E01",65123
"546","Q68EM7",55114
"858","Q69YH5",157313
"1100","Q69YN2",55280
"2057","Q69YN4",25962
"3731","Q69YQ0",23384
"4408","Q6DD87",126208
"611","Q6DD88",25923
"3388","Q6DKI1",285855
"2710","Q6DKJ4",64359
"918","Q6FI81",57019
"3935","Q6I9Y2",80145
"2107","Q6IAA8",55004
"1200","Q6IAN0",25979
"4133","Q6IBS0",11344
"159","Q6IBW4",29781
"2358","Q6IN84",79922
"3666","Q6IN85",55671
"3196","Q6IQ22",201475
"1726","Q6ISB3",79977
"347","Q6JQN1",80724
"2593","Q6KC79",25836
"2823","Q6L8Q7",201626
"141","Q6N075",84975
"2180","Q6NSJ5",80131
"3612","Q6NUK1",29957
"3302","Q6NUM9",54884
"3984","Q6NUQ4",54867
"21","Q6NXE6",93436
"1434","Q6NXG1",54845
"2031","Q6NYC1",23210
"3019","Q6NYC8",170954
"2483","Q6NZ67",80097
"3166","Q6NZI2",284119
"2392","Q6P161",116541
"1413","Q6P179",64167
"124","Q6P1A2",10162
"857","Q6P1J9",79577
"2941","Q6P1K2",11243
"1754","Q6P1K8",728340
"3621","Q6P1M0",10999
"794","Q6P1N0",54862
"3880","Q6P1N9",83940
"2136","Q6P1Q0",25875
"1282","Q6P1R4",64118
"36","Q6P1X6",414919
"1305","Q6P2E9",23644
"3084","Q6P2Q9",10594
"3504","Q6P3W7",55681
"4107","Q6P3X3",55622
"93","Q6P4F2",112812
"967","Q6P4Q7",26504
"1477","Q6P587",81889
"470","Q6P6C2",54890
"2843","Q6P996",23042
"3955","Q6P9B6",57707
"1984","Q6P9B9",80789
"2875","Q6PCE3",283209
"1081","Q6PD62",9646
"4108","Q6PGP7",9652
"1121","Q6PI48",55157
"276","Q6PID6",23548
